GeneID	GeneName
79834	PEAK1
79834	PEAK1
5037	PEBP1
5037	PEBP1
157310	PEBP4
23089	PEG10
5217	PFN2
5217	PFN2
5217	PFN2
5228	PGF
10857	PGRMC1
7262	PHLDA2
7262	PHLDA2
5290	PIK3CA
5290	PIK3CA
5290	PIK3CA
18706	Pik3ca
5295	PIK3R1
8503	PIK3R3
11040	PIM2
5300	PIN1
5300	PIN1
9600	PITPNM1
18739	Pitpnm1
83394	PITPNM3
83394	PITPNM3
5310	PKD1
5310	PKD1
5321	PLA2G4A
51316	PLAC8
5326	PLAGL2
5328	PLAU
5358	PLS3
224143	Poglut1
5443	POMC
567858	ponzr1
10631	POSTN
10631	POSTN
10631	POSTN
10631	POSTN
5460	POU5F1
5460	POU5F1
5460	POU5F1
5460	POU5F1
5460	POU5F1
5460	POU5F1
5468	PPARG
5468	PPARG
25664	Pparg
10891	PPARGC1A
8493	PPM1D
5511	PPP1R8
5562	PRKAA1
5562	PRKAA1
5563	PRKAA2
108079	Prkaa2
5578	PRKCA
5578	PRKCA
5578	PRKCA
5584	PRKCI
5584	PRKCI
5588	PRKCQ
3276	PRMT1
3276	PRMT1
58182	Prokr1
8842	PROM1
8842	PROM1
8842	PROM1
8842	PROM1
8842	PROM1
8842	PROM1
8842	PROM1
5626	PROP1
19127	Prop1
5629	PROX1
19130	Prox1
5396	PRRX1
5396	PRRX1
5396	PRRX1
5396	PRRX1
5396	PRRX1
5396	PRRX1
51450	PRRX2
58497	PRUNE1
10197	PSME3
9051	PSTPIP1
5728	PTEN
5728	PTEN
5728	PTEN
5728	PTEN
5728	PTEN
5728	PTEN
5728	PTEN
19211	Pten
19211	Pten
19215	Ptgds
19217	Ptger2
5743	PTGS2
5743	PTGS2
5743	PTGS2
19225	Ptgs2
5744	PTHLH
5747	PTK2
5747	PTK2
5747	PTK2
14083	Ptk2
8073	PTP4A2
11156	PTP4A3
5524	PTPA
5781	PTPN11
5781	PTPN11
5777	PTPN6
5806	PTX3
5806	PTX3
9444	QKI
57403	RAB22A
339122	RAB43
5879	RAC1
5879	RAC1
5879	RAC1
19353	Rac1
19353	Rac1
19353	Rac1
363875	Rac1
10399	RACK1
5915	RARB
5921	RASA1
9462	RASAL2
11186	RASSF1
5925	RB1
146713	RBFOX3
9939	RBM8A
5948	RBP2
5970	RELA
5970	RELA
5970	RELA
5970	RELA
5970	RELA
29803	REPIN1
387	RHOA
387	RHOA
387	RHOA
117273	Rhoa
388	RHOB
389	RHOC
389	RHOC
389	RHOC
389	RHOC
391	RHOG
192656	Ripk2
196475	RMST
9025	RNF8
9025	RNF8
58230	Rnf8
6050	RNH1
6050	RNH1
6093	ROCK1
6093	ROCK1
4919	ROR1
4920	ROR2
26564	Ror2
6097	RORC
19885	Rorc
6098	ROS1
68028	Rpl22l1
6198	RPS6KB1
6198	RPS6KB1
57142	RTN4
861	RUNX1
861	RUNX1
860	RUNX2
860	RUNX2
6273	S100A2
6275	S100A4
6275	S100A4
6275	S100A4
6275	S100A4
6275	S100A4
6277	S100A6
6279	S100A8
6280	S100A9
6286	S100P
6299	SALL1
57167	SALL4
57167	SALL4
6304	SATB1
6304	SATB1
6304	SATB1
23314	SATB2
8796	SCEL
85477	SCIN
23513	SCRIB
57758	SCUBE2
222663	SCUBE3
6382	SDC1
64218	SEMA4A
54910	SEMA4C
54910	SEMA4C
29843	SENP1
29843	SENP1
59343	SENP2
6318	SERPINB4
5054	SERPINE1
5176	SERPINF1
5274	SERPINI1
80854	SETD7
9869	SETDB1
6423	SFRP2
6464	SHC1
6469	SHH
6469	SHH
6469	SHH
29499	Shh
29499	Shh
6477	SIAH1
6478	SIAH2
6493	SIM2
25942	SIN3A
23411	SIRT1
23411	SIRT1
23411	SIRT1
23411	SIRT1
23411	SIRT1
23411	SIRT1
23411	SIRT1
23411	SIRT1
93759	Sirt1
23410	SIRT3
6495	SIX1
6495	SIX1
6497	SKI
6498	SKIL
6498	SKIL
6500	SKP1
6502	SKP2
6581	SLC22A3
6513	SLC2A1
310801	Slc30a7
9368	SLC9A3R1
6586	SLIT3
4087	SMAD2
4087	SMAD2
4087	SMAD2
4087	SMAD2
4087	SMAD2
4087	SMAD2
4087	SMAD2
4087	SMAD2
17126	Smad2
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4088	SMAD3
4089	SMAD4
4089	SMAD4
4089	SMAD4
4089	SMAD4
4089	SMAD4
4089	SMAD4
4089	SMAD4
4092	SMAD7
4092	SMAD7
4092	SMAD7
4092	SMAD7
4092	SMAD7
4092	SMAD7
4092	SMAD7
17131	Smad7
17131	Smad7
100338818	SMAD7
8243	SMC1A
9126	SMC3
64750	SMURF2
64750	SMURF2
64750	SMURF2
34908	sna
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
6615	SNAI1
20613	Snai1
20613	Snai1
20613	Snai1
20613	Snai1
20613	Snai1
20613	Snai1
116490	Snai1
116490	Snai1
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
6591	SNAI2
20583	Snai2
20583	Snai2
333929	SNAI3
9021	SOCS3
6648	SOD2
64321	SOX17
6657	SOX2
6657	SOX2
6657	SOX2
6657	SOX2
6657	SOX2
6657	SOX2
6657	SOX2
6658	SOX3
6659	SOX4
6659	SOX4
6660	SOX5
6660	SOX5
6662	SOX9
6662	SOX9
6662	SOX9
6667	SP1
6667	SP1
6667	SP1
6667	SP1
6667	SP1
20683	Sp1
728695	SPANXB1
20692	Sparc
25803	SPDEF
8877	SPHK1
6695	SPOCK1
8405	SPOP
6696	SPP1
25353	Spp1
6700	SPRR2A
6700	SPRR2A
10252	SPRY1
10253	SPRY2
100642175	SPRY4-IT1
100642175	SPRY4-IT1
84654	SPZ1
31554	sqh
8878	SQSTM1
6714	SRC
6714	SRC
6720	SREBF1
6722	SRF
20807	Srf
501099	Srf
6717	SRI
6717	SRI
20383	Srsf3
6480	ST6GAL1
6489	ST8SIA1
6772	STAT1
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
6774	STAT3
20848	Stat3
6776	STAT5A
6777	STAT5B
8614	STC2
6786	STIM1
6786	STIM1
6786	STIM1
57620	STIM2
6794	STK11
51765	STK26
65975	STK33
51684	SUFU
23512	SUZ12
20997	T
20997	T
20997	T
10460	TACC3
10460	TACC3
21345	Tagln
6901	TAZ
29110	TBK1
79718	TBL1XR1
6862	TBXT
6862	TBXT
6862	TBXT
6862	TBXT
6929	TCF3
6929	TCF3
21423	Tcf3
485079	TCF3
6925	TCF4
21677	Tead2
7015	TERT
7015	TERT
80312	TET1
80312	TET1
200424	TET3
51270	TFDP3
117270	Tff1
7039	TGFA
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
7040	TGFB1
21803	Tgfb1
21803	Tgfb1
21803	Tgfb1
21803	Tgfb1
21803	Tgfb1
21803	Tgfb1
21803	Tgfb1
59086	Tgfb1
59086	Tgfb1
59086	Tgfb1
59086	Tgfb1
282089	TGFB1
100008645	TGFB1
7041	TGFB1I1
7042	TGFB2
7042	TGFB2
7042	TGFB2
7042	TGFB2
21809	Tgfb3
21809	Tgfb3
7046	TGFBR1
7048	TGFBR2
7049	TGFBR3
7052	TGM2
7056	THBD
7056	THBD
7056	THBD
8914	TIMELESS
7077	TIMP2
7078	TIMP3
7082	TJP1
7088	TLE1
21888	Tle4
21894	Tln1
7099	TLR4
7099	TLR4
7099	TLR4
7099	TLR4
7099	TLR4
56649	TMPRSS4
116640	Tnc
7124	TNF
7124	TNF
7124	TNF
7124	TNF
79626	TNFAIP8L2
79626	TNFAIP8L2
79626	TNFAIP8L2
8792	TNFRSF11A
8743	TNFSF10
8600	TNFSF11
8742	TNFSF12
9966	TNFSF15
7145	TNS1
282654	TNXB
7157	TP53
7157	TP53
7157	TP53
7157	TP53
7157	TP53
7157	TP53
7157	TP53
403869	TP53
7158	TP53BP1
7159	TP53BP2
7159	TP53BP2
94241	TP53INP1
94241	TP53INP1
8626	TP63
8626	TP63
8626	TP63
8626	TP63
488125	TP63
7161	TP73
7162	TPBG
10131	TRAP1
100887755	TRERNA1
81559	TRIM11
10626	TRIM16
10626	TRIM16
10155	TRIM28
72169	Trim29
51592	TRIM33
51592	TRIM33
51592	TRIM33
4591	TRIM37
55223	TRIM62
55223	TRIM62
22059	Trp53
22059	Trp53
7224	TRPC5
79054	TRPM8
7227	TRPS1
7227	TRPS1
7227	TRPS1
7248	TSC1
7249	TSC2
7284	TUFM
7284	TUFM
7286	TUFT1
55000	TUG1
285194	TUSC7
37655	twi
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
7291	TWIST1
22160	Twist1
22160	Twist1
117581	TWIST2
117581	TWIST2
117581	TWIST2
117581	TWIST2
117581	TWIST2
117581	TWIST2
7295	TXN
25828	TXN2
10628	TXNIP
10628	TXNIP
7298	TYMS
7301	TYRO3
9690	UBE3C
51366	UBR5
652995	UCA1
652995	UCA1
7347	UCHL3
22228	Ucp2
54315	Ucp2
29128	UHRF1
115426	UHRF2
51720	UIMC1
391627	USP17L9P
23326	USP22
23326	USP22
8239	USP9X
81839	VANGL1
79805	VASH2
79805	VASH2
226841	Vash2
7415	VCP
7421	VDR
7422	VEGFA
7422	VEGFA
7422	VEGFA
7422	VEGFA
9686	VGLL4
7428	VHL
7431	VIM
7431	VIM
7431	VIM
7431	VIM
7431	VIM
7431	VIM
7431	VIM
11326	VSIG4
220001	VWCE
10810	WASF3
10810	WASF3
8839	WISP2
7471	WNT1
22408	Wnt1
140584	Wnt11
89780	WNT3A
7474	WNT5A
7474	WNT5A
7474	WNT5A
7474	WNT5A
7474	WNT5A
7474	WNT5A
22418	Wnt5a
81029	WNT5B
51741	WWOX
25937	WWTR1
25937	WWTR1
25937	WWTR1
25937	WWTR1
97064	Wwtr1
97064	Wwtr1
944566	X
944566	X
944566	X
944566	X
7494	XBP1
7494	XBP1
7494	XBP1
22803	XRN2
10413	YAP1
10413	YAP1
10413	YAP1
10413	YAP1
22601	Yap1
22601	Yap1
22601	Yap1
4904	YBX1
4904	YBX1
4904	YBX1
83719	YPEL3
7532	YWHAG
7532	YWHAG
7534	YWHAZ
10009	ZBTB33
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
6935	ZEB1
21417	Zeb1
21417	Zeb1
21417	Zeb1
21417	Zeb1
220930	ZEB1-AS1
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
9839	ZEB2
24136	Zeb2
24136	Zeb2
24136	Zeb2
24136	Zeb2
311071	Zeb2
100303491	ZEB2-AS1
441951	ZFAS1
7538	ZFP36
9372	ZFYVE9
23613	ZMYND8
7702	ZNF143
155061	ZNF746
